LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,ParameterList
458,17/06/20,05:10:54,INFO,executor.Executor, Finished task 1.0 in stage 11.0 (TID 464). 2667 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
459,17/06/20,05:10:54,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 480,9ba7fdc2,Got assigned task <*>,[]
460,17/06/20,05:10:54,INFO,executor.Executor, Running task 0.0 in stage 12.0 (TID 480),ae0572db,Running task <*> in stage <*> (TID <*>,[]
461,17/06/20,05:10:54,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 494,9ba7fdc2,Got assigned task <*>,[]
462,17/06/20,05:10:54,INFO,executor.Executor, Running task 1.0 in stage 12.0 (TID 494),ae0572db,Running task <*> in stage <*> (TID <*>,[]
463,17/06/20,05:10:54,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 508,9ba7fdc2,Got assigned task <*>,[]
464,17/06/20,05:10:54,INFO,broadcast.TorrentBroadcast, Started reading broadcast variable 21,6c90e140,Started reading broadcast variable <*>,[]
465,17/06/20,05:10:54,INFO,executor.Executor, Running task 2.0 in stage 12.0 (TID 508),ae0572db,Running task <*> in stage <*> (TID <*>,[]
466,17/06/20,05:10:54,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 518,9ba7fdc2,Got assigned task <*>,[]
467,17/06/20,05:10:54,INFO,executor.Executor, Running task 3.0 in stage 12.0 (TID 518),ae0572db,Running task <*> in stage <*> (TID <*>,[]
468,17/06/20,05:10:54,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 520,9ba7fdc2,Got assigned task <*>,[]
469,17/06/20,05:10:54,INFO,executor.Executor, Running task 4.0 in stage 12.0 (TID 520),ae0572db,Running task <*> in stage <*> (TID <*>,[]
470,17/06/20,05:10:54,INFO,storage.MemoryStore," Block broadcast_21_piece0 stored as bytes in memory (estimated size 5.7 KB, free 393.1 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
471,17/06/20,05:10:54,INFO,broadcast.TorrentBroadcast, Reading broadcast variable 21 took 11 ms,c0edc03b,Reading broadcast variable <*> took <*> ms,[]
472,17/06/20,05:10:54,INFO,storage.MemoryStore," Block broadcast_21 stored as values in memory (estimated size 10.1 KB, free 403.2 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
473,17/06/20,05:10:54,INFO,storage.BlockManager, Found block rdd_16_0 locally,d7f24216,Found block <*> locally,[]
474,17/06/20,05:10:54,INFO,storage.BlockManager, Found block rdd_16_4 locally,d7f24216,Found block <*> locally,[]
475,17/06/20,05:10:54,INFO,storage.BlockManager, Found block rdd_16_3 locally,d7f24216,Found block <*> locally,[]
476,17/06/20,05:10:54,INFO,storage.BlockManager, Found block rdd_16_2 locally,d7f24216,Found block <*> locally,[]
477,17/06/20,05:10:54,INFO,storage.BlockManager, Found block rdd_16_1 locally,d7f24216,Found block <*> locally,[]
478,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 37, boot = -162, init = 209, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
479,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 40, boot = -157, init = 207, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
480,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 39, boot = -157, init = 206, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
481,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 38, boot = -146, init = 184, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
482,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 40, boot = -156, init = 206, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
483,17/06/20,05:10:55,INFO,executor.Executor, Finished task 0.0 in stage 12.0 (TID 480). 2155 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
484,17/06/20,05:10:55,INFO,executor.Executor, Finished task 3.0 in stage 12.0 (TID 518). 2155 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
485,17/06/20,05:10:55,INFO,executor.Executor, Finished task 4.0 in stage 12.0 (TID 520). 2155 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
486,17/06/20,05:10:55,INFO,executor.Executor, Finished task 1.0 in stage 12.0 (TID 494). 2105 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
487,17/06/20,05:10:55,INFO,executor.Executor, Finished task 2.0 in stage 12.0 (TID 508). 2155 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
488,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 528,9ba7fdc2,Got assigned task <*>,[]
489,17/06/20,05:10:55,INFO,executor.Executor, Running task 0.0 in stage 13.0 (TID 528),ae0572db,Running task <*> in stage <*> (TID <*>,[]
490,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 542,9ba7fdc2,Got assigned task <*>,[]
491,17/06/20,05:10:55,INFO,executor.Executor, Running task 1.0 in stage 13.0 (TID 542),ae0572db,Running task <*> in stage <*> (TID <*>,[]
492,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 553,9ba7fdc2,Got assigned task <*>,[]
493,17/06/20,05:10:55,INFO,executor.Executor, Running task 2.0 in stage 13.0 (TID 553),ae0572db,Running task <*> in stage <*> (TID <*>,[]
494,17/06/20,05:10:55,INFO,broadcast.TorrentBroadcast, Started reading broadcast variable 22,6c90e140,Started reading broadcast variable <*>,[]
495,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 558,9ba7fdc2,Got assigned task <*>,[]
496,17/06/20,05:10:55,INFO,executor.Executor, Running task 3.0 in stage 13.0 (TID 558),ae0572db,Running task <*> in stage <*> (TID <*>,[]
497,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 559,9ba7fdc2,Got assigned task <*>,[]
498,17/06/20,05:10:55,INFO,executor.Executor, Running task 4.0 in stage 13.0 (TID 559),ae0572db,Running task <*> in stage <*> (TID <*>,[]
499,17/06/20,05:10:55,INFO,storage.MemoryStore," Block broadcast_22_piece0 stored as bytes in memory (estimated size 5.8 KB, free 420.0 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
500,17/06/20,05:10:55,INFO,broadcast.TorrentBroadcast, Reading broadcast variable 22 took 11 ms,c0edc03b,Reading broadcast variable <*> took <*> ms,[]
501,17/06/20,05:10:55,INFO,storage.MemoryStore," Block broadcast_22 stored as values in memory (estimated size 9.6 KB, free 418.6 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
502,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_2_0 locally,d7f24216,Found block <*> locally,[]
503,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_2_4 locally,d7f24216,Found block <*> locally,[]
504,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_2_3 locally,d7f24216,Found block <*> locally,[]
505,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_2_2 locally,d7f24216,Found block <*> locally,[]
506,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_2_1 locally,d7f24216,Found block <*> locally,[]
507,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 39, boot = -76, init = 114, finish = 1",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
508,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 42, boot = -73, init = 114, finish = 1",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
509,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 42, boot = -73, init = 114, finish = 1",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
510,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 41, boot = -67, init = 107, finish = 1",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
511,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 40, boot = -74, init = 113, finish = 1",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
512,17/06/20,05:10:55,INFO,executor.Executor, Finished task 0.0 in stage 13.0 (TID 528). 2256 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
513,17/06/20,05:10:55,INFO,executor.Executor, Finished task 4.0 in stage 13.0 (TID 559). 2241 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
514,17/06/20,05:10:55,INFO,executor.Executor, Finished task 2.0 in stage 13.0 (TID 553). 2241 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
515,17/06/20,05:10:55,INFO,executor.Executor, Finished task 1.0 in stage 13.0 (TID 542). 2241 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
516,17/06/20,05:10:55,INFO,executor.Executor, Finished task 3.0 in stage 13.0 (TID 558). 2257 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
517,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 562,9ba7fdc2,Got assigned task <*>,[]
518,17/06/20,05:10:55,INFO,executor.Executor, Running task 0.0 in stage 14.0 (TID 562),ae0572db,Running task <*> in stage <*> (TID <*>,[]
519,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 576,9ba7fdc2,Got assigned task <*>,[]
520,17/06/20,05:10:55,INFO,executor.Executor, Running task 1.0 in stage 14.0 (TID 576),ae0572db,Running task <*> in stage <*> (TID <*>,[]
521,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 590,9ba7fdc2,Got assigned task <*>,[]
522,17/06/20,05:10:55,INFO,executor.Executor, Running task 2.0 in stage 14.0 (TID 590),ae0572db,Running task <*> in stage <*> (TID <*>,[]
523,17/06/20,05:10:55,INFO,broadcast.TorrentBroadcast, Started reading broadcast variable 20,6c90e140,Started reading broadcast variable <*>,[]
524,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 598,9ba7fdc2,Got assigned task <*>,[]
525,17/06/20,05:10:55,INFO,executor.Executor, Running task 3.0 in stage 14.0 (TID 598),ae0572db,Running task <*> in stage <*> (TID <*>,[]
526,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 599,9ba7fdc2,Got assigned task <*>,[]
527,17/06/20,05:10:55,INFO,executor.Executor, Running task 4.0 in stage 14.0 (TID 599),ae0572db,Running task <*> in stage <*> (TID <*>,[]
528,17/06/20,05:10:55,INFO,storage.MemoryStore," Block broadcast_20_piece0 stored as bytes in memory (estimated size 5.4 KB, free 378.2 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
529,17/06/20,05:10:55,INFO,broadcast.TorrentBroadcast, Reading broadcast variable 20 took 11 ms,c0edc03b,Reading broadcast variable <*> took <*> ms,[]
530,17/06/20,05:10:55,INFO,storage.MemoryStore," Block broadcast_20 stored as values in memory (estimated size 9.2 KB, free 387.4 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
531,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_2_0 locally,d7f24216,Found block <*> locally,[]
532,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_2_4 locally,d7f24216,Found block <*> locally,[]
533,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_2_3 locally,d7f24216,Found block <*> locally,[]
534,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_2_2 locally,d7f24216,Found block <*> locally,[]
535,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_2_1 locally,d7f24216,Found block <*> locally,[]
536,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 39, boot = -90, init = 129, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
537,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 40, boot = -93, init = 133, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
538,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 39, boot = -90, init = 129, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
539,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 38, boot = -82, init = 105, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
540,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 42, boot = -92, init = 133, finish = 1",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
541,17/06/20,05:10:55,INFO,executor.Executor, Finished task 3.0 in stage 14.0 (TID 598). 0587 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
542,17/06/20,05:10:55,INFO,executor.Executor, Finished task 2.0 in stage 14.0 (TID 590). 0587 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
543,17/06/20,05:10:55,INFO,executor.Executor, Finished task 0.0 in stage 14.0 (TID 562). 0587 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
544,17/06/20,05:10:55,INFO,executor.Executor, Finished task 4.0 in stage 14.0 (TID 599). 0587 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
545,17/06/20,05:10:55,INFO,executor.Executor, Finished task 1.0 in stage 14.0 (TID 576). 0587 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
546,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 612,9ba7fdc2,Got assigned task <*>,[]
547,17/06/20,05:10:55,INFO,executor.Executor, Running task 0.0 in stage 15.0 (TID 612),ae0572db,Running task <*> in stage <*> (TID <*>,[]
548,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 626,9ba7fdc2,Got assigned task <*>,[]
549,17/06/20,05:10:55,INFO,executor.Executor, Running task 1.0 in stage 15.0 (TID 626),ae0572db,Running task <*> in stage <*> (TID <*>,[]
550,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 636,9ba7fdc2,Got assigned task <*>,[]
551,17/06/20,05:10:55,INFO,executor.Executor, Running task 2.0 in stage 15.0 (TID 636),ae0572db,Running task <*> in stage <*> (TID <*>,[]
552,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 638,9ba7fdc2,Got assigned task <*>,[]
553,17/06/20,05:10:55,INFO,executor.Executor, Running task 3.0 in stage 15.0 (TID 638),ae0572db,Running task <*> in stage <*> (TID <*>,[]
554,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 639,9ba7fdc2,Got assigned task <*>,[]
555,17/06/20,05:10:55,INFO,executor.Executor, Running task 4.0 in stage 15.0 (TID 639),ae0572db,Running task <*> in stage <*> (TID <*>,[]
556,17/06/20,05:10:55,INFO,broadcast.TorrentBroadcast, Started reading broadcast variable 24,6c90e140,Started reading broadcast variable <*>,[]
557,17/06/20,05:10:55,INFO,storage.MemoryStore," Block broadcast_24_piece0 stored as bytes in memory (estimated size 5.6 KB, free 393.0 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
558,17/06/20,05:10:55,INFO,broadcast.TorrentBroadcast, Reading broadcast variable 24 took 10 ms,c0edc03b,Reading broadcast variable <*> took <*> ms,[]
559,17/06/20,05:10:55,INFO,storage.MemoryStore," Block broadcast_24 stored as values in memory (estimated size 9.8 KB, free 402.8 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
560,17/06/20,05:10:55,INFO,spark.CacheManager," Partition rdd_21_1 not found, computing it",3d6e0eb0,"Partition <*> not found, computing it",[]
561,17/06/20,05:10:55,INFO,spark.CacheManager," Partition rdd_21_4 not found, computing it",3d6e0eb0,"Partition <*> not found, computing it",[]
562,17/06/20,05:10:55,INFO,spark.CacheManager," Partition rdd_21_3 not found, computing it",3d6e0eb0,"Partition <*> not found, computing it",[]
563,17/06/20,05:10:55,INFO,spark.CacheManager," Partition rdd_21_2 not found, computing it",3d6e0eb0,"Partition <*> not found, computing it",[]
564,17/06/20,05:10:55,INFO,spark.CacheManager," Partition rdd_21_0 not found, computing it",3d6e0eb0,"Partition <*> not found, computing it",[]
565,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_2_1 locally,d7f24216,Found block <*> locally,[]
566,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_2_4 locally,d7f24216,Found block <*> locally,[]
567,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_2_3 locally,d7f24216,Found block <*> locally,[]
568,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_2_2 locally,d7f24216,Found block <*> locally,[]
569,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_2_0 locally,d7f24216,Found block <*> locally,[]
570,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 40, boot = -95, init = 135, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
571,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 39, boot = -96, init = 135, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
572,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 41, boot = -98, init = 139, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
573,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 40, boot = -99, init = 139, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
574,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 40, boot = -95, init = 135, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
575,17/06/20,05:10:55,INFO,storage.MemoryStore," Block rdd_21_1 stored as bytes in memory (estimated size 162.0 B, free 403.0 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
576,17/06/20,05:10:55,INFO,storage.MemoryStore," Block rdd_21_4 stored as bytes in memory (estimated size 050.0 B, free 403.2 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
577,17/06/20,05:10:55,INFO,storage.MemoryStore," Block rdd_21_3 stored as bytes in memory (estimated size 204.0 B, free 403.4 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
578,17/06/20,05:10:55,INFO,storage.MemoryStore," Block rdd_21_2 stored as bytes in memory (estimated size 163.0 B, free 403.5 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
579,17/06/20,05:10:55,INFO,storage.MemoryStore," Block rdd_21_0 stored as bytes in memory (estimated size 244.0 B, free 403.8 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
580,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 38, boot = 20, init = 20, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
581,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 39, boot = 05, init = 20, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
582,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 38, boot = 20, init = 20, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
583,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 40, boot = 17, init = 20, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
584,17/06/20,05:10:55,INFO,executor.Executor, Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
585,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 42, boot = 18, init = 24, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
586,17/06/20,05:10:55,INFO,executor.Executor, Finished task 3.0 in stage 15.0 (TID 638). 2667 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
587,17/06/20,05:10:55,INFO,executor.Executor, Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
588,17/06/20,05:10:55,INFO,executor.Executor, Finished task 2.0 in stage 15.0 (TID 636). 2667 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
589,17/06/20,05:10:55,INFO,executor.Executor, Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
590,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 643,9ba7fdc2,Got assigned task <*>,[]
591,17/06/20,05:10:55,INFO,executor.Executor, Running task 0.0 in stage 16.0 (TID 643),ae0572db,Running task <*> in stage <*> (TID <*>,[]
592,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 657,9ba7fdc2,Got assigned task <*>,[]
593,17/06/20,05:10:55,INFO,executor.Executor, Running task 1.0 in stage 16.0 (TID 657),ae0572db,Running task <*> in stage <*> (TID <*>,[]
594,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 671,9ba7fdc2,Got assigned task <*>,[]
595,17/06/20,05:10:55,INFO,executor.Executor, Running task 2.0 in stage 16.0 (TID 671),ae0572db,Running task <*> in stage <*> (TID <*>,[]
596,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 678,9ba7fdc2,Got assigned task <*>,[]
597,17/06/20,05:10:55,INFO,broadcast.TorrentBroadcast, Started reading broadcast variable 25,6c90e140,Started reading broadcast variable <*>,[]
598,17/06/20,05:10:55,INFO,executor.Executor, Running task 3.0 in stage 16.0 (TID 678),ae0572db,Running task <*> in stage <*> (TID <*>,[]
599,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 679,9ba7fdc2,Got assigned task <*>,[]
600,17/06/20,05:10:55,INFO,executor.Executor, Running task 4.0 in stage 16.0 (TID 679),ae0572db,Running task <*> in stage <*> (TID <*>,[]
601,17/06/20,05:10:55,INFO,storage.MemoryStore," Block broadcast_25_piece0 stored as bytes in memory (estimated size 5.7 KB, free 420.5 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
602,17/06/20,05:10:55,INFO,broadcast.TorrentBroadcast, Reading broadcast variable 25 took 11 ms,c0edc03b,Reading broadcast variable <*> took <*> ms,[]
603,17/06/20,05:10:55,INFO,storage.MemoryStore," Block broadcast_25 stored as values in memory (estimated size 10.1 KB, free 420.6 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
604,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_21_0 locally,d7f24216,Found block <*> locally,[]
605,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_21_4 locally,d7f24216,Found block <*> locally,[]
606,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_21_3 locally,d7f24216,Found block <*> locally,[]
607,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_21_2 locally,d7f24216,Found block <*> locally,[]
608,17/06/20,05:10:55,INFO,storage.BlockManager, Found block rdd_21_1 locally,d7f24216,Found block <*> locally,[]
609,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 39, boot = -104, init = 143, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
610,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 41, boot = -104, init = 145, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
611,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 39, boot = -106, init = 145, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
612,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 39, boot = -106, init = 145, finish = 0",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
613,17/06/20,05:10:55,INFO,python.PythonRunner," Times: total = 43, boot = -104, init = 146, finish = 1",15498983,Times: total = <*> boot = <*> init = <*> finish = <*>,[]
614,17/06/20,05:10:55,INFO,executor.Executor, Finished task 2.0 in stage 16.0 (TID 671). 2163 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
615,17/06/20,05:10:55,INFO,executor.Executor, Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
616,17/06/20,05:10:55,INFO,executor.Executor, Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
617,17/06/20,05:10:55,INFO,executor.Executor, Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
618,17/06/20,05:10:55,INFO,executor.Executor, Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver,33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,[]
619,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 692,9ba7fdc2,Got assigned task <*>,[]
620,17/06/20,05:10:55,INFO,executor.Executor, Running task 0.0 in stage 17.0 (TID 692),ae0572db,Running task <*> in stage <*> (TID <*>,[]
621,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 706,9ba7fdc2,Got assigned task <*>,[]
622,17/06/20,05:10:55,INFO,executor.Executor, Running task 1.0 in stage 17.0 (TID 706),ae0572db,Running task <*> in stage <*> (TID <*>,[]
623,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 716,9ba7fdc2,Got assigned task <*>,[]
624,17/06/20,05:10:55,INFO,executor.Executor, Running task 2.0 in stage 17.0 (TID 716),ae0572db,Running task <*> in stage <*> (TID <*>,[]
625,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 718,9ba7fdc2,Got assigned task <*>,[]
626,17/06/20,05:10:55,INFO,broadcast.TorrentBroadcast, Started reading broadcast variable 26,6c90e140,Started reading broadcast variable <*>,[]
627,17/06/20,05:10:55,INFO,executor.Executor, Running task 3.0 in stage 17.0 (TID 718),ae0572db,Running task <*> in stage <*> (TID <*>,[]
628,17/06/20,05:10:55,INFO,executor.CoarseGrainedExecutorBackend, Got assigned task 720,9ba7fdc2,Got assigned task <*>,[]
629,17/06/20,05:10:55,INFO,executor.Executor, Running task 4.0 in stage 17.0 (TID 720),ae0572db,Running task <*> in stage <*> (TID <*>,[]
630,17/06/20,05:10:55,INFO,storage.MemoryStore," Block broadcast_26_piece0 stored as bytes in memory (estimated size 5.8 KB, free 379.9 KB)",7d93e8ed,Block <*> stored as <*> in memory (estimated size <*> <*> free <*> KB),[]
